query,respond,type
那* m q n^^的,语法错误，存在无效符号“^”,7
。倒--倒是,语法错误，存在无效符号“-”,7
v痛了--开始痛了,语法错误，存在无效符号“-”,7
种子--n种子,语法错误，存在无效符号“-”,7
住酒店--入住酒店,语法错误，存在无效符号“-”,7
n齐--n齐全,语法错误，存在无效符号“-”,7
污Ng--污名,语法错误，存在无效符号“-”,7
m裁--裁军,语法错误，存在无效符号“-”,7
./v+来--如来,语法错误，存在无效符号“-”,7
./v 来--如来,语法错误，存在无效符号“-”,7
也许会--也许会——,语法错误，存在无效符号“-”,7
要^^！,语法错误，存在无效符号“^”,7
总是这么--微博,语法错误，存在无效符号“-”,7
v成熟了--变成熟了,语法错误，存在无效符号“-”,7
何./d^^何必r,语法错误，存在无效符号“^”,7
n书--书店,语法错误，存在无效符号“-”,7
即刻^^甚至,语法错误，存在无效符号“^”,7
一句慰问--一句慰问的话,语法错误，存在无效符号“-”,7
v响了--是响了,语法错误，存在无效符号“-”,7
不得不说^^我不得不说,语法错误，存在无效符号“^”,7
大约可--大约可以,语法错误，存在无效符号“-”,7
过过--[次也+次都+回也+回都+曾经+从来没+是+有+路]过过,语法错误，存在无效符号“-”,7
过过--[次也 次都 回也 回都 曾经 从来没 是 有 路]过过,语法错误，存在无效符号“-”,7
从--从事--,语法错误，存在无效符号“-”,7
一个闪^^一个闪身,语法错误，存在无效符号“^”,7
只要^^就,语法错误，存在无效符号“^”,7
v疼了--开始疼了,语法错误，存在无效符号“-”,7
该*好像--应该,语法错误，存在无效符号“-”,7
n没有n+a--没有*一样,语法错误，存在无效符号“-”,7
n没有n a--没有*一样,语法错误，存在无效符号“-”,7
w寄来^^n,语法错误，存在无效符号“^”,7
的庆祝--庆祝*会,语法错误，存在无效符号“-”,7
v骚了--闷骚了,语法错误，存在无效符号“-”,7
m+件+n--一+件+n,语法错误，存在无效符号“-”,7
m 件 n--一 件 n,语法错误，存在无效符号“-”,7
一定^^一定取,语法错误，存在无效符号“^”,7
一定^^一定去,语法错误，存在无效符号“^”,7
v糊涂了--是糊涂了,语法错误，存在无效符号“-”,7
女n--男,语法错误，存在无效符号“-”,7
斯里兰卡^^茶,语法错误，存在无效符号“^”,7
v穷了--变穷了,语法错误，存在无效符号“-”,7
r那是--v r 那是,语法错误，存在无效符号“-”,7
似乎*正--正在,语法错误，存在无效符号“-”,7
把--一把,语法错误，存在无效符号“-”,7
联系在[nt+ns+s+f+r]--联系在一起,语法错误，存在无效符号“-”,7
联系在[nt ns s f r]--联系在一起,语法错误，存在无效符号“-”,7
这一问--这一问题,语法错误，存在无效符号“-”,7
妈呀--爸妈呀,语法错误，存在无效符号“-”,7
下下--下下[停停+个+星期+周+期+午+次+月+辈+年+学+下+一+场+世+之],语法错误，存在无效符号“-”,7
下下--下下[停停 个 星期 周 期 午 次 月 辈 年 学 下 一 场 世 之],语法错误，存在无效符号“-”,7
v碎了--要碎了,语法错误，存在无效符号“-”,7
恐怕反--反倒,语法错误，存在无效符号“-”,7
二号--二号”,语法错误，存在无效符号“-”,7
也许肯--也许肯定,语法错误，存在无效符号“-”,7
v下--v[下去 下来],语法错误，存在无效符号“-”,7
会^^会,语法错误，存在无效符号“^”,7
出*出了[出+一出]--出了出了出了,语法错误，存在无效符号“-”,7
出*出了[出 一出]--出了出了出了,语法错误，存在无效符号“-”,7
靠s--[依靠+停靠],语法错误，存在无效符号“-”,7
靠s--[依靠 停靠],语法错误，存在无效符号“-”,7
a喽--喽啰,语法错误，存在无效符号“-”,7
无+.可.--可能，可以,语法错误，存在无效符号“-”,7
无 .可.--可能，可以,语法错误，存在无效符号“-”,7
历史^^传统,语法错误，存在无效符号“^”,7
起了[起+一起]--起了起了,语法错误，存在无效符号“-”,7
起了[起 一起]--起了起了,语法错误，存在无效符号“-”,7
只有v--才,语法错误，存在无效符号“-”,7
的检查--检查[n+nr+ns+nt+r],语法错误，存在无效符号“-”,7
的检查--检查[n nr ns nt r],语法错误，存在无效符号“-”,7
似乎*一定能--能传了种,语法错误，存在无效符号“-”,7
秒秒--一秒秒,语法错误，存在无效符号“-”,7
干n--干锅,语法错误，存在无效符号“-”,7
多久了^^你,语法错误，存在无效符号“^”,7
随即^^但是,语法错误，存在无效符号“^”,7
w我很a+w^^、我很a+w,语法错误，存在无效符号“^”,7
w我很a w^^、我很a w,语法错误，存在无效符号“^”,7
种种n--原因,语法错误，存在无效符号“-”,7
说真的^^w说真的,语法错误，存在无效符号“^”,7
少说^^话少说,语法错误，存在无效符号“^”,7
也许*未免--免疫,语法错误，存在无效符号“-”,7
意见^^意见不明,语法错误，存在无效符号“^”,7
由于^^的原因,语法错误，存在无效符号“^”,7
上n--v上,语法错误，存在无效符号“-”,7
一定^^一定办,语法错误，存在无效符号“^”,7
您一个*，--您一个n,语法错误，存在无效符号“-”,7
有被v到--没有,语法错误，存在无效符号“-”,7
有什么~的^^的w,语法错误，存在无效符号“^”,7
端./v--端正,语法错误，存在无效符号“-”,7
位^^q,语法错误，存在无效符号“^”,7
大概*非v--并非,语法错误，存在无效符号“-”,7
之列^^跻身,语法错误，存在无效符号“^”,7
句劝--劝告,语法错误，存在无效符号“-”,7
是*的w--是n的W,语法错误，存在无效符号“-”,7
似乎*绝对--绝对的,语法错误，存在无效符号“-”,7
一n一个n--一人,语法错误，存在无效符号“-”,7
句招呼--招呼的话,语法错误，存在无效符号“-”,7
不V了--不V了。,语法错误，存在无效符号“-”,7
大概*实在--实在的,语法错误，存在无效符号“-”,7
谁都v不了^^谁都影响不了,语法错误，存在无效符号“^”,7
刚/d+v^^刚 ../v,语法错误，存在无效符号“^”,7
刚/d v^^刚 ../v,语法错误，存在无效符号“^”,7
根本上说^^从根本上说,语法错误，存在无效符号“^”,7
开不开--[下次 下次还]开不开,语法错误，存在无效符号“-”,7
仿佛*竟--竟然,语法错误，存在无效符号“-”,7
抓包--手抓包,语法错误，存在无效符号“-”,7
体育^^比赛,语法错误，存在无效符号“^”,7
下[下+一下]--下下停停,语法错误，存在无效符号“-”,7
下[下 一下]--下下停停,语法错误，存在无效符号“-”,7
v硬了--变硬了,语法错误，存在无效符号“-”,7
感^^n感,语法错误，存在无效符号“^”,7
一个翻^^一个翻身,语法错误，存在无效符号“^”,7
男n--女,语法错误，存在无效符号“-”,7
成功*钱--钱学森|钱塘江,语法错误，存在无效符号“-”,7
了也不--了也不会,语法错误，存在无效符号“-”,7
当即^^只要,语法错误，存在无效符号“^”,7
你一个....，--你一个n,语法错误，存在无效符号“-”,7
v变形了--要变形了,语法错误，存在无效符号“-”,7
N客--N客人,语法错误，存在无效符号“-”,7
得了[，+。+！+？]--不得,语法错误，存在无效符号“-”,7
得了[， 。 ！ ？]--不得,语法错误，存在无效符号“-”,7
不要^^否定,语法错误，存在无效符号“^”,7
一定^^一定到,语法错误，存在无效符号“^”,7
../a人--人物,语法错误，存在无效符号“-”,7
属实-,语法错误，存在无效符号“-”,7
[，+。]我说，--[，+。]我说，“,语法错误，存在无效符号“-”,7
[， 。]我说，--[， 。]我说，“,语法错误，存在无效符号“-”,7
他们一个*？--他们一个n,语法错误，存在无效符号“-”,7
很小*会--一,语法错误，存在无效符号“-”,7
打/v--[打v+打a+打f+打p+打得],语法错误，存在无效符号“-”,7
打/v--[打v 打a 打f 打p 打得],语法错误，存在无效符号“-”,7
似乎本来--本来的,语法错误，存在无效符号“-”,7
似乎能--似乎能够,语法错误，存在无效符号“-”,7
n+挺好的--感觉挺好的,语法错误，存在无效符号“-”,7
n 挺好的--感觉挺好的,语法错误，存在无效符号“-”,7
**女,*女,8
要是{len(30},语法错误，限制条件格式错误,8
(v)着{($1)>1},(v)着{len($1)>1},8
(u)汗{($1)>1},(u)汗{len($1)>1},8
***任务,*任务,8
(p)猪{($1)<2},(p)猪{len($1)<2},8
**？,*？,8
经济n{len($1)=2},经济(n){len($1)=2},8
满{len(1)},语法错误，限制条件格式错误,8
(n)慢{($1)>1},(n)慢{len($1)>1},8
花房l{len($1)=2},花房(l){len($1)=2},8
(n)着{($1)>3},(n)着{len($1)>3},8
v假{len($1)>1},(v)假{len($1)>1},8
(ns)哪个{($1)<3},(ns)哪个{len($1)<3},8
软件***再,软件*再,8
**徐鹏飞,*徐鹏飞,8
准确{len(2)},语法错误，限制条件格式错误,8
调节***供需,调节*供需,8
做n{len($1)=1},做(n){len($1)=1},8
(d)昨天{($1)<3},(d)昨天{len($1)<3},8
(a)睡觉{($1)>2},(a)睡觉{len($1)>2},8
男人们@@@@意商,男人们@意商,8
v。{len($1)>1},(v)。{len($1)>1},8
(n)自{($1)<3},(n)自{len($1)<3},8
(r)特{($1)=1},(r)特{len($1)=1},8
这就{len(2)},语法错误，限制条件格式错误,8
在@@一个,在@一个,8
(d)需要{($1)>1},(d)需要{len($1)>1},8
思娈{len(2)},语法错误，限制条件格式错误,8
为n{len($1)=1},为(n){len($1)=1},8
迁徙{len(2)},语法错误，限制条件格式错误,8
(w)女人{($1)>1},(w)女人{len($1)>1},8
张伯洋{len(3)},语法错误，限制条件格式错误,8
(n)着{($1)<4},(n)着{len($1)<4},8
ns走{len($1)>1},(ns)走{len($1)>1},8
(w)着{($1)<2},(w)着{len($1)<2},8
(n)着{($1)<2},(n)着{len($1)<2},8
(vn)哈{($1)<3},(vn)哈{len($1)<3},8
(r)着{($1)<3},(r)着{len($1)<3},8
(v)着{($1)=2},(v)着{len($1)=2},8
。{len(1)},语法错误，限制条件格式错误,8
v香{len($1)>1},(v)香{len($1)>1},8
坚守{len(2)},语法错误，限制条件格式错误,8
(n)着{($1)=2},(n)着{len($1)=2},8
诞生{len(2)},语法错误，限制条件格式错误,8
(d)着{($1)=2},(d)着{len($1)=2},8
(ns)后天{($1)=2},(ns)后天{len($1)=2},8
(v)几天{($1)>1},(v)几天{len($1)>1},8
买买江{len(3)},语法错误，限制条件格式错误,8
(w)着{($1)=1},(w)着{len($1)=1},8
？{len(1)},语法错误，限制条件格式错误,8
(n)移动{($1)<3},(n)移动{len($1)<3},8
(v)从{($1)<3},(v)从{len($1)<3},8
(l)市{($1)=2},(l)市{len($1)=2},8
(w)手{($1)>1},(w)手{len($1)>1},8
(v)旁边{($1)=2},(v)旁边{len($1)=2},8
(q)着{($1)>1},(q)着{len($1)>1},8
(n)着{($1)<3},(n)着{len($1)<3},8
风景线{len(3)},语法错误，限制条件格式错误,8
(nr)着{($1)<2},(nr)着{len($1)<2},8
***革命,*革命,8
(n)回去{($1)>3},(n)回去{len($1)>3},8
再{len(1)},语法错误，限制条件格式错误,8
(y)对{($1)=1},(y)对{len($1)=1},8
(n)多久{($1)=1},(n)多久{len($1)=1},8
学生n{len($1)=2},学生(n){len($1)=2},8
(ad)其他{($1)=2},(ad)其他{len($1)=2},8
(n)单{($1)=2},(n)单{len($1)=2},8
(d)子{($1)>1},(d)子{len($1)>1},8
(an)怎{($1)<3},(an)怎{len($1)<3},8
(n)看来{($1)<3},(n)看来{len($1)<3},8
推行{len(2)},语法错误，限制条件格式错误,8
服务{len(2)},语法错误，限制条件格式错误,8
二{len(1)},语法错误，限制条件格式错误,8
创新***。,创新*。,8
辛苦{len(2)},语法错误，限制条件格式错误,8
(f)着{($1)>2},(f)着{len($1)>2},8
(v)着{($1)>2},(v)着{len($1)>2},8
(n)女孩{($1)<3},(n)女孩{len($1)<3},8
n我{len($1)>1},(n)我{len($1)>1},8
不Dg{len($1)=1},不(Dg){len($1)=1},8
(n)才能{($1)=2},(n)才能{len($1)=2},8
(n)滴{($1)<3},(n)滴{len($1)<3},8
v多{len($1)>1},(v)多{len($1)>1},8
(n)心情{($1)>2},(n)心情{len($1)>2},8
推进{len(2)},语法错误，限制条件格式错误,8
矣{len(1)},语法错误，限制条件格式错误,8
(n)起{($1)=2},(n)起{len($1)=2},8
(w)干什么{($1)>1},(w)干什么{len($1)>1},8
(w)写{($1)>1},(w)写{len($1)>1},8
(nr)着{($1)=1},(nr)着{len($1)=1},8
(v)该{($1)<3},(v)该{len($1)<3},8
(v)干什么{($1)<3},(v)干什么{len($1)<3},8
(nt)查{($1)=3},(nt)查{len($1)=3},8
(u)挺{($1)>1},(u)挺{len($1)>1},8
***邓家祥,*邓家祥,8
卫星n{len($1)=2},卫星(n){len($1)=2},8
、**地方政府,、*地方政府,8
(r)交{($1)<3},(r)交{len($1)<3},8
(m)本{($1)>2},(m)本{len($1)>2},8
(n)然后{($1)<3},(n)然后{len($1)<3},8
(ns)学习{($1)=2},(ns)学习{len($1)=2},8
(u)确实{($1)>1},(u)确实{len($1)>1},8
如何{len(2)},语法错误，限制条件格式错误,8
环保局{len(3)},语法错误，限制条件格式错误,8
(v)命{($1)=2},(v)命{len($1)=2},8
(v)起来{($1)<3},(v)起来{len($1)<3},8
(w)月{($1)<2},(w)月{len($1)<2},8
(v)哎{($1)>2},(v)哎{len($1)>2},8
是{len(1)},语法错误，限制条件格式错误,8
查获{len(2)},语法错误，限制条件格式错误,8
(nr)着{($1)>3},(nr)着{len($1)>3},8
国家i{len($1)=2},国家(i){len($1)=2},8
喻t{len($1)=1},喻(t){len($1)=1},8
**行不通,*行不通,8
标杆{len(2)},语法错误，限制条件格式错误,8
(u)着{($1)>1},(u)着{len($1)>1},8
(y)考试{($1)<2},(y)考试{len($1)<2},8
(v)当然{($1)>2},(v)当然{len($1)>2},8
现在t{len($1)=2},现在(t){len($1)=2},8
(p)退{($1)>1},(p)退{len($1)>1},8
谴责t日本c{$1=$2},谴责(t)日本(c){$1=$2},8
的q{len($1)=1},的(q){len($1)=1},8
一{len(1)},语法错误，限制条件格式错误,8
的{len(1)},语法错误，限制条件格式错误,8
(n)偷{($1)=2},(n)偷{len($1)=2},8
(v)短信{($1)=1},(v)短信{len($1)=1},8
(j)查{($1)>3},(j)查{len($1)>3},8
(v)开始{($1)=2},(v)开始{len($1)=2},8
(n)着{($1)>2},(n)着{len($1)>2},8
(v)海{($1)<3},(v)海{len($1)<3},8
(q)后悔{($1)<2},(q)后悔{len($1)<2},8
(n)身上{($1)=2},(n)身上{len($1)=2},8
(f)噢{($1)=1},(f)噢{len($1)=1},8
(p)困{($1)>1},(p)困{len($1)>1},8
(ad)公{($1)=2},(ad)公{len($1)=2},8
本@@一,本@一,8
国家***竞争力,国家*竞争力,8
(an)着{($1)=2},(an)着{len($1)=2},8
(w)昨天{($1)>1},(w)昨天{len($1)>1},8
(v)夜{($1)<2},(v)夜{len($1)<2},8
(n)货{($1)=2},(n)货{len($1)=2},8
(n)正常{($1)=3},(n)正常{len($1)=3},8
***政府,*政府,8
战士们{len(3)},语法错误，限制条件格式错误,8
个{len(1)},语法错误，限制条件格式错误,8
惠农@@@避免,惠农@避免,8
(v)起来{($1)>2},(v)起来{len($1)>2},8
、{len(1)},语法错误，限制条件格式错误,8
(a)着{($1)=2},(a)着{len($1)=2},8
(vd)着{($1)>2},(vd)着{len($1)>2},8
一道道n巍然an{$1=$2},一道道(n)巍然(an){$1=$2},8
(m)着{($1)>2},(m)着{len($1)>2},8
采访@@@。,采访@。,8
****还是,*还是,8
其实{len(2)},语法错误，限制条件格式错误,8
****民意,*民意,8
(v)林{($1)>2},(v)林{len($1)>2},8
(m)着{($1)=2},(m)着{len($1)=2},8
(w)生日{($1)=1},(w)生日{len($1)=1},8
***为了,*为了,8
(v)着{($1)>3},(v)着{len($1)>3},8
(an)网{($1)>2},(an)网{len($1)>2},8
(v)火{($1)=2},(v)火{len($1)=2},8
(w)垃圾{($1)<2},(w)垃圾{len($1)<2},8
，{len(1)},语法错误，限制条件格式错误,8
马鬃山q玉矿v{$1=$2},马鬃山(q)玉矿(v){$1=$2},8
村民@@@。,村民@。,8
人口{len(2)},语法错误，限制条件格式错误,8
天术ad！Tg{$1=$2},天术(ad)！(Tg){$1=$2},8
委托{len(2)},语法错误，限制条件格式错误,8
(p)花{($1)=1},(p)花{len($1)=1},8
(v)进{($1)>2},(v)进{len($1)>2},8
中院@@@说,中院@说,8
***经济,*经济,8
(a)肚子{($1)<2},(a)肚子{len($1)<2},8
纪念@@@。,纪念@。,8
位{len(1)},语法错误，限制条件格式错误,8
人民{len(2)},语法错误，限制条件格式错误,8
下{len(1)},语法错误，限制条件格式错误,8
(i)流{($1)<3},(i)流{len($1)<3},8
(l)着{($1)>4},(l)着{len($1)>4},8
最先j{len($1)=2},最先(j){len($1)=2},8
直接{len(2)},语法错误，限制条件格式错误,8
(w)着{($1)>1},(w)着{len($1)>1},8
总{len(1)},语法错误，限制条件格式错误,8
(b)不管{($1)>2},(b)不管{len($1)>2},8
(u)着{($1)<2},(u)着{len($1)<2},8
(n)着{($1)=3},(n)着{len($1)=3},8
第六十七{len(4)},语法错误，限制条件格式错误,8
高nt{len($1)=1},高(nt){len($1)=1},8
(v)热{($1)>2},(v)热{len($1)>2},8
(v)着{($1)=1},(v)着{len($1)=1},8
i螃蟹{len($1)>2},(i)螃蟹{len($1)>2},8
**三大,*三大,8
拳拳ns{len($1)=2},拳拳(ns){len($1)=2},8
(u)公{($1)>1},(u)公{len($1)>1},8
(w)对不起{($1)=1},(w)对不起{len($1)=1},8
元{len(1)},语法错误，限制条件格式错误,8
澄心an草木un{$1=$2},澄心(an)草木(un){$1=$2},8
重返{len(2)},语法错误，限制条件格式错误,8
(vn)太{($1)>2},(vn)太{len($1)>2},8
**靠,*靠,8
(r)着{($1)=2},(r)着{len($1)=2},8
(v)后天{($1)>2},(v)后天{len($1)>2},8
(n)兄弟{($1)<3},(n)兄弟{len($1)<3},8
(n)热{($1)>2},(n)热{len($1)>2},8
身边{len(2)},语法错误，限制条件格式错误,8
(w)差{($1)<2},(w)差{len($1)<2},8
**哪里,*哪里,8
民工n代表q{$1=$2},民工(n)代表(q){$1=$2},8
(nr)必须{($1)>3},(nr)必须{len($1)>3},8
c、{len($1)>1},(c)、{len($1)>1},8
(v)乐{($1)=1},(v)乐{len($1)=1},8
凝炼{len(2)},语法错误，限制条件格式错误,8
(v)事{($1)=1},(v)事{len($1)=1},8
(u)什么{($1)>1},(u)什么{len($1)>1},8
全球{len(2)},语法错误，限制条件格式错误,8
法庭***为,法庭*为,8
失当{len(2)},语法错误，限制条件格式错误,8
(u)着{($1)=1},(u)着{len($1)=1},8
(n)关系{($1)>2},(n)关系{len($1)>2},8
智能{len(2)},语法错误，限制条件格式错误,8
(v)着{($1)<2},(v)着{len($1)<2},8
在{len(1)},语法错误，限制条件格式错误,8
**潜伏,*潜伏,8
(c)西{($1)<2},(c)西{len($1)<2},8
巴金{len(2)},语法错误，限制条件格式错误,8
(ns)还有{($1)<3},(ns)还有{len($1)<3},8
(vn)王{($1)>2},(vn)王{len($1)>2},8
(v)英语{($1)=2},(v)英语{len($1)=2},8
往{len(1)},语法错误，限制条件格式错误,8
我**，,我*，,8
临沂市****张术平,临沂市*张术平,8
nt主导权{len($1)>3},(nt)主导权{len($1)>3},8
视觉{len(2)},语法错误，限制条件格式错误,8
暖**白血病,暖*白血病,8
好几百{len(3)},语法错误，限制条件格式错误,8
村n，l{$1=$2},村(n)，(l){$1=$2},8
第三十六Dg{len($1)=4},第三十六(Dg){len($1)=4},8
(nz)着{($1)>4},(nz)着{len($1)>4},8
国家@@@发改委,国家@发改委,8
(v)连{($1)=2},(v)连{len($1)=2},8
(v)不管{($1)<3},(v)不管{len($1)<3},8
(a)着{($1)>2},(a)着{len($1)>2},8
事{len(1)},语法错误，限制条件格式错误,8
频繁***换帅,频繁*换帅,8
说n。v{$1=$2},说(n)。(v){$1=$2},8
徇私舞弊{len(4)},语法错误，限制条件格式错误,8
(w)处{($1)=1},(w)处{len($1)=1},8
(v)有没有{($1)=2},(v)有没有{len($1)=2},8
(i)宿舍{($1)<8},(i)宿舍{len($1)<8},8
(v)人{($1)=1},(v)人{len($1)=1},8
韩ns首次v{$1=$2},韩(ns)首次(v){$1=$2},8
审理者@@@@、,审理者@、,8
微议录{len(3)},语法错误，限制条件格式错误,8
(n)感情{($1)>2},(n)感情{len($1)>2},8
**积极,*积极,8
(w)最好{($1)>1},(w)最好{len($1)>1},8
保真***评弹,保真*评弹,8
***上,*上,8
(v)唉{($1)=1},(v)唉{len($1)=1},8
(n)但是{($1)=2},(n)但是{len($1)=2},8
(n)生气{($1)<3},(n)生气{len($1)<3},8
雾霾{len(2)},语法错误，限制条件格式错误,8
感慨{len(2)},语法错误，限制条件格式错误,8
(w)生活{($1)<2},(w)生活{len($1)<2},8
(n)睡着{($1)>1},(n)睡着{len($1)>1},8
(nr)一辈子{($1)=2},(nr)一辈子{len($1)=2},8
(n)下雨{($1)=2},(n)下雨{len($1)=2},8
以为@@@从,以为@从,8
《{len(1)},语法错误，限制条件格式错误,8
(a)着{($1)>1},(a)着{len($1)>1},8
技术{len(2)},语法错误，限制条件格式错误,8
承担@@@舆论,承担@舆论,8
(d)学习{($1)>1},(d)学习{len($1)>1},8
(w)当然{($1)=1},(w)当然{len($1)=1},8
雾霾p应对e{$1=$2},雾霾(p)应对(e){$1=$2},8
(q)情{($1)=1},(q)情{len($1)=1},8
明显{len(2)},语法错误，限制条件格式错误,8
(w)自{($1)=1},(w)自{len($1)=1},8
此后***一直,此后*一直,8
v难保{len($1)>2},(v)难保{len($1)>2},8
(w)包{($1)>1},(w)包{len($1)>1},8
等{len(1)},语法错误，限制条件格式错误,8
(f)不怕{($1)>2},(f)不怕{len($1)>2},8
(v)妹{($1)>1},(v)妹{len($1)>1},8
v把{len($1)>1},(v)把{len($1)>1},8
(v)金{($1)<3},(v)金{len($1)<3},8
开发{len(2)},语法错误，限制条件格式错误,8
(nr)着{($1)>2},(nr)着{len($1)>2},8
(m)上学{($1)=1},(m)上学{len($1)=1},8
探讨p{len($1)=2},探讨(p){len($1)=2},8
(n)骗{($1)>3},(n)骗{len($1)>3},8
提升@@@。,提升@。,8
中华{len(2)},语法错误，限制条件格式错误,8
(j)着{($1)<3},(j)着{len($1)<3},8
(nr)辛苦{($1)=2},(nr)辛苦{len($1)=2},8
(v)呵呵{($1)<2},(v)呵呵{len($1)<2},8
(m)着{($1)=1},(m)着{len($1)=1},8
(n)着{($1)=1},(n)着{len($1)=1},8
(u)看{($1)=1},(u)看{len($1)=1},8
(j)着{($1)>3},(j)着{len($1)>3},8
我{len(1)},语法错误，限制条件格式错误,8
****说,*说,8
(n)岁{($1)=2},(n)岁{len($1)=2},8
小花c{len($1)=2},小花(c){len($1)=2},8
李清n{len($1)=2},李清(n){len($1)=2},8
(n)试{($1)>2},(n)试{len($1)>2},8
(r)着{($1)=1},(r)着{len($1)=1},8
(n)怎样{($1)<3},(n)怎样{len($1)<3},8
(d)着{($1)<2},(d)着{len($1)<2},8
参与{len(2)},语法错误，限制条件格式错误,8
，**了,，*了,8
(n)其实{($1)>2},(n)其实{len($1)>2},8
和{len(1)},语法错误，限制条件格式错误,8
需求{len(2)},语法错误，限制条件格式错误,8
(vn)时间{($1)<3},(vn)时间{len($1)<3},8
禁塑{len(2)},语法错误，限制条件格式错误,8
如何@@@落实,如何@落实,8
了{len(1)},语法错误，限制条件格式错误,8
缺m。un{$1=$2},缺(m)。(un){$1=$2},8
来{len(1)},语法错误，限制条件格式错误,8
(b)着{($1)<3},(b)着{len($1)<3},8
(v)本{($1)>2},(v)本{len($1)>2},8
**盛,*盛,8
(i)高兴{($1)<5},(i)高兴{len($1)<5},8
**。,*。,8
(v)没有{($1)>2},(v)没有{len($1)>2},8
(v)条{($1)=1},(v)条{len($1)=1},8
v怎么{len($1)>2},(v)怎么{len($1)>2},8
(q)着{($1)<2},(q)着{len($1)<2},8
成果@@@不断,成果@不断,8
(n)嘴{($1)=2},(n)嘴{len($1)=2},8
平均{len(2)},语法错误，限制条件格式错误,8
煤矿{len(2)},语法错误，限制条件格式错误,8
增强***建设,增强*建设,8
(t)号码{($1)>2},(t)号码{len($1)>2},8
达{len(1)},语法错误，限制条件格式错误,8
李强g本报un{$1=$2},李强(g)本报(un){$1=$2},8
(j)差不多{($1)=1},(j)差不多{len($1)=1},8
效益n质量f{$1=$2},效益(n)质量(f){$1=$2},8
(n)写{($1)<3},(n)写{len($1)<3},8
(a)着{($1)<3},(a)着{len($1)<3},8
(n)朋友{($1)<4},(n)朋友{len($1)<4},8
(d)有点{($1)>1},(d)有点{len($1)>1},8
(m)图片{($1)<5},(m)图片{len($1)<5},8
年终n{len($1)=2},年终(n){len($1)=2},8
(ns)不上{($1)<3},(ns)不上{len($1)<3},8
老龄化{len(3)},语法错误，限制条件格式错误,8
视听{len(2)},语法错误，限制条件格式错误,8
事实{len(2)},语法错误，限制条件格式错误,8
(v)明天{($1)>2},(v)明天{len($1)>2},8
(nr)意思{($1)<3},(nr)意思{len($1)<3},8
(v)得{($1)=1},(v)得{len($1)=1},8
(a)应该{($1)=1},(a)应该{len($1)=1},8
代表{len(2)},语法错误，限制条件格式错误,8
(n)山{($1)>2},(n)山{len($1)>2},8
宣讲员{len(3)},语法错误，限制条件格式错误,8
(n)次{($1)>2},(n)次{len($1)>2},8
打n，v{$1=$2},打(n)，(v){$1=$2},8
(d)点{($1)>1},(d)点{len($1)>1},8
(w)时间{($1)=1},(w)时间{len($1)=1},8
(d)干什么{($1)>1},(d)干什么{len($1)>1},8
谴责{len(2)},语法错误，限制条件格式错误,8
(j)不够{($1)=2},(j)不够{len($1)=2},8
(n)但{($1)<3},(n)但{len($1)<3},8
(z)辛苦{($1)=4},(z)辛苦{len($1)=4},8
(v)一{($1)>1},(v)一{len($1)>1},8
佛事{len(2)},语法错误，限制条件格式错误,8
说{len(1)},语法错误，限制条件格式错误,8
(v)着{($1)<3},(v)着{len($1)<3},8
(v)可{($1)<3},(v)可{len($1)<3},8
(n)她们{($1)=2},(n)她们{len($1)=2},8
(q)假{($1)=1},(q)假{len($1)=1},8
(vn)着{($1)=2},(vn)着{len($1)=2},8
(n)伤心{($1)>2},(n)伤心{len($1)>2},8
，**民望,，*民望,8
(v)回{($1)>2},(v)回{len($1)>2},8
ns机器人{len($1)>3},(ns)机器人{len($1)>3},8
(w)看见{($1)<2},(w)看见{len($1)<2},8
(p)着{($1)=1},(p)着{len($1)=1},8
(w)每次{($1)=1},(w)每次{len($1)=1},8
j谈{len($1)>1},(j)谈{len($1)>1},8
(n)今年{($1)>2},(n)今年{len($1)>2},8
(v)移动{($1)=2},(v)移动{len($1)=2},8
(nr)处{($1)<3},(nr)处{len($1)<3},8
添{len(1)},语法错误，限制条件格式错误,8
(ns)着{($1)>2},(ns)着{len($1)>2},8
****起来,*起来,8
***大势,*大势,8
环境{len(2)},语法错误，限制条件格式错误,8
(m)猜{($1)>2},(m)猜{len($1)>2},8
(a)万{($1)=2},(a)万{len($1)=2},8
设{len(1)},语法错误，限制条件格式错误,8
(n)美{($1)>4},(n)美{len($1)>4},8
(v)谢谢{($1)>2},(v)谢谢{len($1)>2},8
(w)丑{($1)>1},(w)丑{len($1)>1},8
(n)结{($1)>2},(n)结{len($1)>2},8
(v)再说{($1)<3},(v)再说{len($1)<3},8
(ns)注意{($1)>2},(ns)注意{len($1)>2},8
介绍{len(2)},语法错误，限制条件格式错误,8
危机vd{len($1)=2},危机(vd){len($1)=2},8
壮年@@@逆今,壮年@逆今,8
(s)雨{($1)<3},(s)雨{len($1)<3},8
只{len(1)},语法错误，限制条件格式错误,8
(u)白{($1)<2},(u)白{len($1)<2},8
(n)爱情{($1)>2},(n)爱情{len($1)>2},8
***是,*是,8
v会{len($1)>1},(v)会{len($1)>1},8
(p)着{($1)>1},(p)着{len($1)>1},8
(j)喝酒{($1)=2},(j)喝酒{len($1)=2},8
(q)苹果{($1)=1},(q)苹果{len($1)=1},8
(v)靠{($1)=2},(v)靠{len($1)=2},8
把握***的,把握*的,8
w保障{len($1)>2},(w)保障{len($1)>2},8
(n)骂{($1)<3},(n)骂{len($1)<3},8
