query,type
相当d v[， 。],4
或许n[，+。],4
或许n[， 。],4
[跳+发现+发展+拉+露+谈+唱]个,4
[跳 发现 发展 拉 露 谈 唱]个,4
已经d+v[，+。],4
已经d v[， 。],4
v了多少[，+。],4
v了多少[， 。],4
相当v[，+。],4
相当v[， 。],4
毅然d+n[，+。],4
毅然d n[， 。],4
暗中d+v[，+。],4
暗中d v[， 。],4
[n+v]的原因,4
[n v]的原因,4
赶紧d+n[，+。],4
赶紧d n[， 。],4
自行v+n[，+。],4
自行v n[， 。],4
从来[v+a+n+r][，+。],4
从来[v a n r][， 。],4
只是d+a[，+。],4
只是d a[， 。],4
早已v[，+。],4
早已v[， 。],4
时而a[，+。],4
时而a[， 。],4
中途v+a[，+。],4
中途v a[， 。],4
被n+v了[，+。],4
被n v了[， 。],4
尽力n[，+。],4
尽力n[， 。],4
[，+。]n也a了,4
[， 。]n也a了,4
大声v[，+。],4
大声v[， 。],4
暂时v[，+。],4
暂时v[， 。],4
赶紧v+n[，+。],4
赶紧v n[， 。],4
[够+评+会+跳出+组织+进来+吻]个,4
[够 评 会 跳出 组织 进来 吻]个,4
更加[v+a+n+r][，+。],4
更加[v a n r][， 。],4
们d+v[，+。],4
们d v[， 。],4
w[q+r+d+c+v+a++n+m++p]扬.抑w,4
w[q r d c v a  n m  p]扬.抑w,4
停留在+n[f+s+ns],4
停留在 n[f s ns],4
多半n[，+。],4
多半n[， 。],4
十分d+a[，+。],4
十分d a[， 。],4
[东+西+南][头+边+侧+方+面]的m个n,4
[东 西 南][头 边 侧 方 面]的m个n,4
整天v+u[，+。],4
整天v u[， 。],4
好v多了[，+。],4
好v多了[， 。],4
起初d+a[，+。],4
起初d a[， 。],4
修建[n+a+v],4
修建[n a v],4
p+r+v[，+。],4
p r v[， 。],4
[最+更+很+非常+挺+太]+f,4
[最 更 很 非常 挺 太] f,4
w快.慢[q+r+d+c+v+a++n+m++p]w,4
w快.慢[q r d c v a  n m  p]w,4
[v+a]得又a[，+。],4
[v a]得又a[， 。],4
w紧.松[q+r+d+c+v+a++n+m++p]w,4
w紧.松[q r d c v a  n m  p]w,4
决心a[，+。],4
决心a[， 。],4
[必将+必然+必须]v[q+m+]n[，+。],4
[必将 必然 必须]v[q m ]n[， 。],4
恢复n[，+。],4
恢复n[， 。],4
自发n[，+。],4
自发n[， 。],4
必将a[，+。],4
必将a[， 。],4
[男+男人+男性+男生+少年+儿子]a,4
[男 男人 男性 男生 少年 儿子]a,4
难怪a[，+。],4
难怪a[， 。],4
一一v+a[，+。],4
一一v a[， 。],4
[，+。]p+r+f+[，+。],4
[， 。]p r f [， 。],4
w[q+r+d+c+v+a++n+m++p]出.入w,4
w[q r d c v a  n m  p]出.入w,4
[日益+擅自+稍微]v[q+m+]n[，+。],4
[日益 擅自 稍微]v[q m ]n[， 。],4
最初v+y[，+。],4
最初v y[， 。],4
w幼.老[q+r+d+c+v+a++n+m++p]w,4
w幼.老[q r d c v a  n m  p]w,4
私自v+y[，+。],4
私自v y[， 。],4
始终v[v+a+n+r][，+。],4
始终v[v a n r][， 。],4
总共v+n[，+。],4
总共v n[， 。],4
至今v+a[，+。],4
至今v a[， 。],4
即将v+n[，+。],4
即将v n[， 。],4
对+[n+r]+的抗议,4
对 [n r] 的抗议,4
不愧v+v[，+。],4
不愧v v[， 。],4
暴风[a+v],4
暴风[a v],4
当面[v+a+n+r][，+。],4
当面[v a n r][， 。],4
v住a[，+。],4
v住a[， 。],4
最好v[，+。],4
最好v[， 。],4
缓缓v+n[，+。],4
缓缓v n[， 。],4
任意v+n[，+。],4
任意v n[， 。],4
向来v+y[，+。],4
向来v y[， 。],4
人为v+y[，+。],4
人为v y[， 。],4
无偿n[，+。],4
无偿n[， 。],4
未免v[，+。],4
未免v[， 。],4
过度d+a[，+。],4
过度d a[， 。],4
仅d+v[，+。],4
仅d v[， 。],4
随着v+n[，+。],4
随着v n[， 。],4
边[a+v+n]边[a+v+n],4
边[a v n]边[a v n],4
一概[v+a+n+r][，+。],4
一概[v a n r][， 。],4
尽快v[v+a+n+r][，+。],4
尽快v[v a n r][， 。],4
随着v+y[，+。],4
随着v y[， 。],4
奋勇d+a[，+。],4
奋勇d a[， 。],4
不堪v+v[，+。],4
不堪v v[， 。],4
的确d+n[，+。],4
的确d n[， 。],4
暂且[v+a+n+r][，+。],4
暂且[v a n r][， 。],4
不愧[v+a+n+r][，+。],4
不愧[v a n r][， 。],4
[一心+一一+一再]v[q+m+]n[，+。],4
[一心 一一 一再]v[q m ]n[， 。],4
只d+v[，+。],4
只d v[， 。],4
逐渐d+a[，+。],4
逐渐d a[， 。],4
各种n[，+。],4
各种n[， 。],4
起了[起+一起],4
起了[起 一起],4
只好d+a[，+。],4
只好d a[， 。],4
随手n[，+。],4
随手n[， 。],4
[让+叫+唤]+n+把+n+v,4
[让 叫 唤] n 把 n v,4
[亲身+亲手+亲眼]v[q+m+]v[，+。],4
[亲身 亲手 亲眼]v[q m ]v[， 。],4
w藏.露[q+r+d+c+v+a++n+m++p]w,4
w藏.露[q r d c v a  n m  p]w,4
早日n[，+。],4
早日n[， 。],4
全都v+u[，+。],4
全都v u[， 。],4
公然d+v[，+。],4
公然d v[， 。],4
不住v+y[，+。],4
不住v y[， 。],4
似乎a[，+。],4
似乎a[， 。],4
最初v+u[，+。],4
最初v u[， 。],4
自动v[，+。],4
自动v[， 。],4
w呼.吸[q+r+d+c+v+a++n+m++p]w,4
w呼.吸[q r d c v a  n m  p]w,4
一向v+v[，+。],4
一向v v[， 。],4
w[q+r+d+c+v+a++n+m++p]贱.贵w,4
w[q r d c v a  n m  p]贱.贵w,4
[，+。]c+u+v+[，+。],4
[， 。]c u v [， 。],4
私自a[，+。],4
私自a[， 。],4
原来n[，+。],4
原来n[， 。],4
日夜v[v+a+n+r][，+。],4
日夜v[v a n r][， 。],4
大约n[，+。],4
大约n[， 。],4
逐年n[，+。],4
逐年n[， 。],4
时常v+n[，+。],4
时常v n[， 。],4
一旦v+u[，+。],4
一旦v u[， 。],4
似乎d+n[，+。],4
似乎d n[， 。],4
无疑[v+a+n+r][，+。],4
无疑[v a n r][， 。],4
一旦v+a[，+。],4
一旦v a[， 。],4
并排v+u[，+。],4
并排v u[， 。],4
附带v[，+。],4
附带v[， 。],4
交替a[，+。],4
交替a[， 。],4
w[q+r+d+c+v+a++n+m++p]里.外w,4
w[q r d c v a  n m  p]里.外w,4
不用d+v[，+。],4
不用d v[， 。],4
临时v[，+。],4
临时v[， 。],4
同样d+v[，+。],4
同样d v[， 。],4
匆匆n[，+。],4
匆匆n[， 。],4
[来+买+吃+到+生+起+写+带]个,4
[来 买 吃 到 生 起 写 带]个,4
不要v[v+a+n+r][，+。],4
不要v[v a n r][， 。],4
v好你的n[，+。],4
v好你的n[， 。],4
起码v+v[，+。],4
起码v v[， 。],4
整天d+n[，+。],4
整天d n[， 。],4
大概v+a[，+。],4
大概v a[， 。],4
[尽管+尽快+尽力][v+a+n+r][，+。],4
[尽管 尽快 尽力][v a n r][， 。],4
难怪v+n[，+。],4
难怪v n[， 。],4
一贯d+v[，+。],4
一贯d v[， 。],4
[终究+终年+终于]v[v+a+n+][，+。],4
[终究 终年 终于]v[v a n ][， 。],4
至今v+n[，+。],4
至今v n[， 。],4
事先v+n[，+。],4
事先v n[， 。],4
[何等+忽然+胡乱]v[v+a+n+][，+。],4
[何等 忽然 胡乱]v[v a n ][， 。],4
一堆n[，+。],4
一堆n[， 。],4
历来v+n[，+。],4
历来v n[， 。],4
不要v+y[，+。],4
不要v y[， 。],4
即将a[，+。],4
即将a[， 。],4
独自d+v[，+。],4
独自d v[， 。],4
[宁可+不只+如果]v[v+a][，+。],4
[宁可 不只 如果]v[v a][， 。],4
分批v+a[，+。],4
分批v a[， 。],4
坐+n[f+s],4
坐 n[f s],4
不愧v[，+。],4
不愧v[， 。],4
简直[v+a+n+r][，+。],4
简直[v a n r][， 。],4
w美.丑[q+r+d+c+v+a++n+m++p]w,4
w美.丑[q r d c v a  n m  p]w,4
即将v+v[，+。],4
即将v v[， 。],4
暂且n[，+。],4
暂且n[， 。],4
只顾n[，+。],4
只顾n[， 。],4
[n+r]+的保护,4
[n r] 的保护,4
如此a+[，+。],4
如此a [， 。],4
特意v[v+a+n+r][，+。],4
特意v[v a n r][， 。],4
临时[v+a+n+r][，+。],4
临时[v a n r][， 。],4
预先n[，+。],4
预先n[， 。],4
亲手[v+a+n+r][，+。],4
亲手[v a n r][， 。],4
[偶尔+偏偏+拼命]v[v+a+n+][，+。],4
[偶尔 偏偏 拼命]v[v a n ][， 。],4
逐步v[，+。],4
逐步v[， 。],4
猛然v+n[，+。],4
猛然v n[， 。],4
恰恰[v+a+n+r][，+。],4
恰恰[v a n r][， 。],4
w有.无[q+r+d+c+v+a++n+m++p]w,4
w有.无[q r d c v a  n m  p]w,4
v着他的n[，+。],4
v着他的n[， 。],4
时常v+a[，+。],4
时常v a[， 。],4
只能v[，+。],4
只能v[， 。],4
v[命+生命],4
v[命 生命],4
尽管v[，+。],4
尽管v[， 。],4
[，+。]n多a[，+。],4
[， 。]n多a[， 。],4
只好v+v[，+。],4
只好v v[， 。],4
w+n真a[，+。],4
w n真a[， 。],4
建在[nt+ns+s+f+r]+,4
建在[nt ns s f r] ,4
[不要+不用+不住][v+a+n+r][，+。],4
[不要 不用 不住][v a n r][， 。],4
反复v+u[，+。],4
反复v u[， 。],4
随时v+v[，+。],4
随时v v[， 。],4
一致a[，+。],4
一致a[， 。],4
没有v[，+。],4
没有v[， 。],4
不可v+n[，+。],4
不可v n[， 。],4
是...的[，+。],4
是...的[， 。],4
未必v+u[，+。],4
未必v u[， 。],4
空前v+v[，+。],4
空前v v[， 。],4
[最初+最好+]v[v+a+n+][，+。],4
[最初 最好 ]v[v a n ][， 。],4
w[q+r+d+c+v+a++n+m++p]急.缓w,4
w[q r d c v a  n m  p]急.缓w,4
更加v[v+a+n+r][，+。],4
更加v[v a n r][， 。],4
说+v+啥+d+v啥[，+。],4
说 v 啥 d v啥[， 。],4
接连d+n[，+。],4
接连d n[， 。],4
惟独d+v[，+。],4
惟独d v[， 。],4
逐渐v+n[，+。],4
逐渐v n[， 。],4
[，+。]p+v+d+[，+。],4
[， 。]p v d [， 。],4
处处d+v[，+。],4
处处d v[， 。],4
时而d+a[，+。],4
时而d a[， 。],4
v+v+n[，+。],4
v v n[， 。],4
屡次d+v[，+。],4
屡次d v[， 。],4
起码v[，+。],4
起码v[， 。],4
v得[来+去+]+n+[，+。],4
v得[来 去 ] n [， 。],4
难以d+n[，+。],4
难以d n[， 。],4
尽量v[，+。],4
尽量v[， 。],4
自动v+y[，+。],4
自动v y[， 。],4
势必d+a[，+。],4
势必d a[， 。],4
不免v[，+。],4
不免v[， 。],4
不可v+v[，+。],4
不可v v[， 。],4
[毕竟+并排+不必]v[q+m+]n[，+。],4
[毕竟 并排 不必]v[q m ]n[， 。],4
非常a[，+。],4
非常a[， 。],4
w[q+r+d+c+v+a++n+m++p]治.乱w,4
w[q r d c v a  n m  p]治.乱w,4
必然v[，+。],4
必然v[， 。],4
正巧v[，+。],4
正巧v[， 。],4
尽快d+v[，+。],4
尽快d v[， 。],4
好像是[v+a],4
好像是[v a],4
往往n[，+。],4
往往n[， 。],4
同期v+v[，+。],4
同期v v[， 。],4
只是v+u[，+。],4
只是v u[， 。],4
w[q+r+d+c+v+a++n+m++p]末.首w,4
w[q r d c v a  n m  p]末.首w,4
[一旦+一道+一定]v[v+a+n+][，+。],4
[一旦 一道 一定]v[v a n ][， 。],4
v而不v[，+。],4
v而不v[， 。],4
从来a[，+。],4
从来a[， 。],4
自古[v+a+n+r][，+。],4
自古[v a n r][， 。],4
至少n[，+。],4
至少n[， 。],4
而后v[，+。],4
而后v[， 。],4
一概v[v+a+n+r][，+。],4
一概v[v a n r][， 。],4
反正v+y[，+。],4
反正v y[， 。],4
转v为v[，+。],4
转v为v[， 。],4
短期d+a[，+。],4
短期d a[， 。],4
v什么n+n+[，+。],4
v什么n n [， 。],4
对于n+[，+。],4
对于n [， 。],4
比如n+[，+。],4
比如n [， 。],4
[总共+总算+足以]v[q+m+]n[，+。],4
[总共 总算 足以]v[q m ]n[， 。],4
v得挺a[，+。],4
v得挺a[， 。],4
从未d+v[，+。],4
从未d v[， 。],4
定期d+a[，+。],4
定期d a[， 。],4
w苦.甜[q+r+d+c+v+a++n+m++p]w,4
w苦.甜[q r d c v a  n m  p]w,4
w彼.此[q+r+d+c+v+a++n+m++p]w,4
w彼.此[q r d c v a  n m  p]w,4
酌情a[，+。],4
酌情a[， 。],4
一直v[，+。],4
一直v[， 。],4
也许v[v+a+n+r][，+。],4
也许v[v a n r][， 。],4
[落+提+喝+变成+派+画+哭+给]个,4
[落 提 喝 变成 派 画 哭 给]个,4
急忙d+v[，+。],4
急忙d v[， 。],4
m年里[，+。],4
m年里[， 。],4
[，+。]c+n+n+[，+。],4
[， 。]c n n [， 。],4
交替v+n[，+。],4
交替v n[， 。],4
[难道+难怪+难以][v+a+n+r][，+。],4
[难道 难怪 难以][v a n r][， 。],4
只得v+u[，+。],4
只得v u[， 。],4
w否.是[q+r+d+c+v+a++n+m++p]w,4
w否.是[q r d c v a  n m  p]w,4
v得+a+n[，+。],4
v得 a n[， 。],4
义务v+v[，+。],4
义务v v[， 。],4
反复n[，+。],4
反复n[， 。],4
长期v+n[，+。],4
长期v n[， 。],4
从来d+n[，+。],4
从来d n[， 。],4
单独d+a[，+。],4
单独d a[， 。],4
天生d+n[，+。],4
天生d n[， 。],4
个+个[没+不]+v,4
个 个[没 不] v,4
似乎v[v+a+n+r][，+。],4
似乎v[v a n r][， 。],4
书面v+v[，+。],4
书面v v[， 。],4
多么[v+a+n+r][，+。],4
多么[v a n r][， 。],4
w兴.废[q+r+d+c+v+a++n+m++p]w,4
w兴.废[q r d c v a  n m  p]w,4
大约v+u[，+。],4
大约v u[， 。],4
不料n[，+。],4
不料n[， 。],4
d得体[，+。],4
d得体[， 。],4
十分v+n[，+。],4
十分v n[， 。],4
统统d+a[，+。],4
统统d a[， 。],4
读[V+a],4
读[V a],4
似乎*a[了+得多+些]+w,4
似乎*a[了 得多 些] w,4
单独n[，+。],4
单独n[， 。],4
时而v+y[，+。],4
时而v y[， 。],4
还是a[，+。],4
还是a[， 。],4
正在d+v[，+。],4
正在d v[， 。],4
构建[n+a+v],4
构建[n a v],4
不曾v[，+。],4
不曾v[， 。],4
[，+。]d+r+r+[，+。],4
[， 。]d r r [， 。],4
[权利+权力],4
[权利 权力],4
w[q+r+d+c+v+a++n+m++p]错.对w,4
w[q r d c v a  n m  p]错.对w,4
随即v+n[，+。],4
随即v n[， 。],4
出现+n[f+s+ns],4
出现 n[f s ns],4
暂时v+y[，+。],4
暂时v y[， 。],4
自古d+v[，+。],4
自古d v[， 。],4
总共n[，+。],4
总共n[， 。],4
w新.旧[q+r+d+c+v+a++n+m++p]w,4
w新.旧[q r d c v a  n m  p]w,4
一向v+a[，+。],4
一向v a[， 。],4
仿佛n[，+。],4
仿佛n[， 。],4
[时而+时刻+时时]v[q+m+]n[，+。],4
[时而 时刻 时时]v[q m ]n[， 。],4
向来d+n[，+。],4
向来d n[， 。],4
不要v+u[，+。],4
不要v u[， 。],4
[，+。]c+q+v+[，+。],4
[， 。]c q v [， 。],4
v上那q+n+[，+。],4
v上那q n [， 。],4
暗中d+n[，+。],4
暗中d n[， 。],4
偷偷v+y[，+。],4
偷偷v y[， 。],4
不必v[v+a+n+r][，+。],4
不必v[v a n r][， 。],4
[调整+咬+炸+忘+剥+接受+闪+夹]个,4
[调整 咬 炸 忘 剥 接受 闪 夹]个,4
随时d+v[，+。],4
随时d v[， 。],4
按期a[，+。],4
按期a[， 。],4
w[q+r+d+c+v+a++n+m++p]慢.快w,4
w[q r d c v a  n m  p]慢.快w,4
尽快a[，+。],4
尽快a[， 。],4
[赶快+赶忙+刚刚][v+a+n+r][，+。],4
[赶快 赶忙 刚刚][v a n r][， 。],4
V[上+下+起]*[生气+气愤+恼怒],4
V[上 下 起]*[生气 气愤 恼怒],4
[n+r]+的+[a+d]+抵抗,4
[n r] 的 [a d] 抵抗,4
[藏+删+割+外加+补充+抹+再说]个,4
[藏 删 割 外加 补充 抹 再说]个,4
v[点+点儿]n吧w,4
v[点 点儿]n吧w,4
w[q+r+d+c+v+a++n+m++p]甜.苦w,4
w[q r d c v a  n m  p]甜.苦w,4
挂n上[，+。],4
挂n上[， 。],4
w近.远[q+r+d+c+v+a++n+m++p]w,4
w近.远[q r d c v a  n m  p]w,4
毅然v+a[，+。],4
毅然v a[， 。],4
亲手v[，+。],4
亲手v[， 。],4
悄悄a[，+。],4
悄悄a[， 。],4
过分v[v+a+n+r][，+。],4
过分v[v a n r][， 。],4
从n下[，+。],4
从n下[， 。],4
他的n+[，+。],4
他的n [， 。],4
似乎n[，+。],4
似乎n[， 。],4
非常v+v[，+。],4
非常v v[， 。],4
恐怕d+n[，+。],4
恐怕d n[， 。],4
就是v[v+a+n+r][，+。],4
就是v[v a n r][， 。],4
另外v+a[，+。],4
另外v a[， 。],4
根本d+v[，+。],4
根本d v[， 。],4
仅仅v+a[，+。],4
仅仅v a[， 。],4
w[q+r+d+c+v+a++n+m++p]答.问w,4
w[q r d c v a  n m  p]答.问w,4
w外.内[q+r+d+c+v+a++n+m++p]w,4
w外.内[q r d c v a  n m  p]w,4
a得多[，+。],4
a得多[， 。],4
到底d+a[，+。],4
到底d a[， 。],4
v不[回+过+]+n+[，+。],4
v不[回 过 ] n [， 。],4
[，+。]v+m+n+[，+。],4
[， 。]v m n [， 。],4
正巧v+u[，+。],4
正巧v u[， 。],4
同样v[v+a+n+r][，+。],4
同样v[v a n r][， 。],4
近来a[，+。],4
近来a[， 。],4
时常d+a[，+。],4
时常d a[， 。],4
n之[不若+不如],4
n之[不若 不如],4
难以n[，+。],4
难以n[， 。],4
w入.出[q+r+d+c+v+a++n+m++p]w,4
w入.出[q r d c v a  n m  p]w,4
w恶.善[q+r+d+c+v+a++n+m++p]w,4
w恶.善[q r d c v a  n m  p]w,4
可巧d+a[，+。],4
可巧d a[， 。],4
成天a[，+。],4
成天a[， 。],4
v了什么v[，+。],4
v了什么v[， 。],4
一概v+v[，+。],4
一概v v[， 。],4
w[q+r+d+c+v+a++n+m++p]废.兴w,4
w[q r d c v a  n m  p]废.兴w,4
[以便+义务+毅然]v[v+a+n+][，+。],4
[以便 义务 毅然]v[v a n ][， 。],4
[亲自+轻易+全都]v[q+m+]n[，+。],4
[亲自 轻易 全都]v[q m ]n[， 。],4
过度d+n[，+。],4
过度d n[， 。],4
停留在+n+[s+f+ns],4
停留在 n [s f ns],4
全力v+y[，+。],4
全力v y[， 。],4
样+样+都[没+不]+v,4
样 样 都[没 不] v,4
或许d+a[，+。],4
或许d a[， 。],4
一向v+y[，+。],4
一向v y[， 。],4
主要[v+a+n+r][，+。],4
主要[v a n r][， 。],4
未必v+y[，+。],4
未必v y[， 。],4
[a+d+n+v++l]享誉,4
[a d n v  l]享誉,4
决不d+n[，+。],4
决不d n[， 。],4
[至今+至少+中途]v[q+m+]v[，+。],4
[至今 至少 中途]v[q m ]v[， 。],4
正巧v[v+a+n+r][，+。],4
正巧v[v a n r][， 。],4
酌情v[，+。],4
酌情v[， 。],4
看你v[的+得],4
看你v[的 得],4
不可v[，+。],4
不可v[， 。],4
w正.邪[q+r+d+c+v+a++n+m++p]w,4
w正.邪[q r d c v a  n m  p]w,4
w亏.盈[q+r+d+c+v+a++n+m++p]w,4
w亏.盈[q r d c v a  n m  p]w,4
乎d+v[，+。],4
乎d v[， 。],4
连年d+n[，+。],4
连年d n[， 。],4
也许v+a[，+。],4
也许v a[， 。],4
时刻v[v+a+n+r][，+。],4
时刻v[v a n r][， 。],4
大大v+y[，+。],4
大大v y[， 。],4
[虽然+所以+要是]v[v+a][，+。],4
[虽然 所以 要是]v[v a][， 。],4
决不v+a[，+。],4
决不v a[， 。],4
尚有m万[，+。],4
尚有m万[， 。],4
认真/a[v+p+地/u],4
认真/a[v p 地/u],4
v于n+f[，+。],4
v于n f[， 。],4
从头v+a[，+。],4
从头v a[， 。],4
[万万+往往+惟独][v+a+n+r][，+。],4
[万万 往往 惟独][v a n r][， 。],4
几百n[，+。],4
几百n[， 。],4
穿着n[，+。],4
穿着n[， 。],4
任意v[v+a+n+r][，+。],4
任意v[v a n r][， 。],4
w[q+r+d+c+v+a++n+m++p]退.进w,4
w[q r d c v a  n m  p]退.进w,4
顿时d+n[，+。],4
顿时d n[， 。],4
稍微v+n[，+。],4
稍微v n[， 。],4
亲笔n[，+。],4
亲笔n[， 。],4
每n都v[，+。],4
每n都v[， 。],4
[ns+nt+f+s]目睹了,4
[ns nt f s]目睹了,4
急忙v[，+。],4
急忙v[， 。],4
连连[v+a+n+r][，+。],4
连连[v a n r][， 。],4
不断v+y[，+。],4
不断v y[， 。],4
已经v[，+。],4
已经v[， 。],4
[a+d+n+v+l]ÒÎ,4
[a d n v l]ÒÎ,4
惟独v[v+a+n+r][，+。],4
惟独v[v a n r][， 。],4
一边d+a[，+。],4
一边d a[， 。],4
逐渐[v+a+n+r][，+。],4
逐渐[v a n r][， 。],4
恐怕n[，+。],4
恐怕n[， 。],4
时刻v[，+。],4
时刻v[， 。],4
一时d+n[，+。],4
一时d n[， 。],4
提早v+v[，+。],4
提早v v[， 。],4
同年v+v[，+。],4
同年v v[， 。],4
不用v+a[，+。],4
不用v a[， 。],4
不用d+a[，+。],4
不用d a[， 。],4
[，+。]n一v[，+。],4
[， 。]n一v[， 。],4
每v一q[，+。],4
每v一q[， 。],4
。管[n+r],4
。管[n r],4
统统d+v[，+。],4
统统d v[， 。],4
[，+。]+v不[上+下+]+n+[，+。],4
[， 。] v不[上 下 ] n [， 。],4
[，+。]d+d+u+[，+。],4
[， 。]d d u [， 。],4
[n+r]+的+[a+d]+解决,4
[n r] 的 [a d] 解决,4
w[q+r+d+c+v+a++n+m++p]入.出w,4
w[q r d c v a  n m  p]入.出w,4
万万v+u[，+。],4
万万v u[， 。],4
[，+。]n内的,4
[， 。]n内的,4
s+v着+[m+q+n],4
s v着 [m q n],4
时时v+u[，+。],4
时时v u[， 。],4
[v+a]得却a[，+。],4
[v a]得却a[， 。],4
一概d+v[，+。],4
一概d v[， 。],4
未免v+n[，+。],4
未免v n[， 。],4
[v+a]得越a[，+。],4
[v a]得越a[， 。],4
多么v[v+a+n+r][，+。],4
多么v[v a n r][， 。],4
[随时+随手+随着][v+a+n+r][，+。],4
[随时 随手 随着][v a n r][， 。],4
互相d+a[，+。],4
互相d a[， 。],4
胡乱a[，+。],4
胡乱a[， 。],4
[交替+接连+仅仅]v[q+m+]n[，+。],4
[交替 接连 仅仅]v[q m ]n[， 。],4
不愧a[，+。],4
不愧a[， 。],4
或d+v[，+。],4
或d v[， 。],4
[或许+或者+及早][v+a+n+r][，+。],4
[或许 或者 及早][v a n r][， 。],4
几乎a[，+。],4
几乎a[， 。],4
尽量d+a[，+。],4
尽量d a[， 。],4
重新v+u[，+。],4
重新v u[， 。],4
乘机v+a[，+。],4
乘机v a[， 。],4
很多n[，+。],4
很多n[， 。],4
快速v+v[，+。],4
快速v v[， 。],4
[正在+只得+只顾][v+a+n+r][，+。],4
[正在 只得 只顾][v a n r][， 。],4
d能a+y[，+。],4
d能a y[， 。],4
扎+[起+上+下+过+开+进+出],4
扎 [起 上 下 过 开 进 出],4
w饱.饥[q+r+d+c+v+a++n+m++p]w,4
w饱.饥[q r d c v a  n m  p]w,4
缓缓v[，+。],4
缓缓v[， 。],4
v出了[，+。],4
v出了[， 。],4
相继d+a[，+。],4
相继d a[， 。],4
至少[v+a+n+r][，+。],4
至少[v a n r][， 。],4
v+u+a[，+。],4
v u a[， 。],4
接连v[，+。],4
接连v[， 。],4
多少+n[，+。],4
多少 n[， 。],4
万分v+v[，+。],4
万分v v[， 。],4
[1+2+3+4+5+6+7+8+9+10+11+12]张n,4
[1 2 3 4 5 6 7 8 9 10 11 12]张n,4
[考虑+包+投+抢+偷+碰+吹+化+传]个,4
[考虑 包 投 抢 偷 碰 吹 化 传]个,4
过度v[，+。],4
过度v[， 。],4
天生v[，+。],4
天生v[， 。],4
至今v[，+。],4
至今v[， 。],4
[，+。]p+r+y+[，+。],4
[， 。]p r y [， 。],4
这n中[，+。],4
这n中[， 。],4
恰恰d+v[，+。],4
恰恰d v[， 。],4
频频v+n[，+。],4
频频v n[， 。],4
急剧v[v+a+n+r][，+。],4
急剧v[v a n r][， 。],4
亲自v+v[，+。],4
亲自v v[， 。],4
[连夜+临床+临时]v[v+a+n+][，+。],4
[连夜 临床 临时]v[v a n ][， 。],4
急忙v[v+a+n+r][，+。],4
急忙v[v a n r][， 。],4
另外v+n[，+。],4
另外v n[， 。],4
逐年[v+a+n+r][，+。],4
逐年[v a n r][， 。],4
d不易[，+。],4
d不易[， 。],4
历来[v+a+n+r][，+。],4
历来[v a n r][， 。],4
w[q+r+d+c+v+a++n+m++p]和.战w,4
w[q r d c v a  n m  p]和.战w,4
反正d+n[，+。],4
反正d n[， 。],4
w分.合[q+r+d+c+v+a++n+m++p]w,4
w分.合[q r d c v a  n m  p]w,4
胡乱n[，+。],4
胡乱n[， 。],4
有关n+[，+。],4
有关n [， 。],4
屡次n[，+。],4
屡次n[， 。],4
偶尔v+a[，+。],4
偶尔v a[， 。],4
暂且v+u[，+。],4
暂且v u[， 。],4
暂时a[，+。],4
暂时a[， 。],4
恰恰v[v+a+n+r][，+。],4
恰恰v[v a n r][， 。],4
只管v[v+a+n+r][，+。],4
只管v[v a n r][， 。],4
w地.天[q+r+d+c+v+a++n+m++p]w,4
w地.天[q r d c v a  n m  p]w,4
乘机v+u[，+。],4
乘机v u[， 。],4
赶快v[v+a+n+r][，+。],4
赶快v[v a n r][， 。],4
一再v+u[，+。],4
一再v u[， 。],4
[n+a+v]欢乐,4
[n a v]欢乐,4
就地d+a[，+。],4
就地d a[， 。],4
无从v+n[，+。],4
无从v n[， 。],4
[过分+过于+还是]v[q+m+]v[，+。],4
[过分 过于 还是]v[q m ]v[， 。],4
[定点+定期+定向]v[v+a+n+][，+。],4
[定点 定期 定向]v[v a n ][， 。],4
同期v+a[，+。],4
同期v a[， 。],4
[s+t]丢了n,4
[s t]丢了n,4
立刻v+y[，+。],4
立刻v y[， 。],4
[a+d+n+v+l]上书,4
[a d n v l]上书,4
幸亏v+y[，+。],4
幸亏v y[， 。],4
[v+a]着+V,4
[v a]着 V,4
快速v+a[，+。],4
快速v a[， 。],4
被迫v+v[，+。],4
被迫v v[， 。],4
[a+d+n+v++l]交角,4
[a d n v  l]交角,4
w好.歹[q+r+d+c+v+a++n+m++p]w,4
w好.歹[q r d c v a  n m  p]w,4
v不a+n[，+。],4
v不a n[， 。],4
[败+并+落+结+没+垮++忌]n+t,4
[败 并 落 结 没 垮  忌]n t,4
先后v[，+。],4
先后v[， 。],4
一条n[，+。],4
一条n[， 。],4
../a+的+[眼睛+栅栏+食指	笛子	苍蝇	头盔	叉子	喷泉	狐狸	圆号	],4
../a 的 [眼睛 栅栏 食指	笛子	苍蝇	头盔	叉子	喷泉	狐狸	圆号	],4
互相[v+a+n+r][，+。],4
互相[v a n r][， 。],4
不觉v+a[，+。],4
不觉v a[， 。],4
大胆/a[v+p+地/u],4
大胆/a[v p 地/u],4
v给他[，+。],4
v给他[， 。],4
酌情[v+a+n+r][，+。],4
酌情[v a n r][， 。],4
成天n[，+。],4
成天n[， 。],4
w[q+r+d+c+v+a++n+m++p]瘦.胖w,4
w[q r d c v a  n m  p]瘦.胖w,4
[a+d+n+v++l]两栖,4
[a d n v  l]两栖,4
顿时a[，+。],4
顿时a[， 。],4
堆放在+n[f+s],4
